language,sentence,n,edgelist,root
Swedish,718,25,"[(14, 7), (20, 24), (7, 20), (18, 15), (20, 18), (18, 6), (2, 23), (6, 2), (2, 9), (9, 19), (14, 21), (14, 3), (14, 4), (12, 8), (14, 12), (1, 13), (14, 1), (1, 5), (25, 17), (14, 25), (10, 22), (10, 11), (16, 10), (25, 16)]",14
Swedish,719,20,"[(14, 18), (6, 14), (6, 9), (6, 12), (6, 1), (1, 17), (6, 7), (7, 5), (5, 10), (10, 15), (15, 11), (4, 2), (10, 4), (4, 13), (19, 3), (13, 19), (20, 16), (20, 8), (19, 20)]",6
Swedish,720,13,"[(5, 8), (8, 2), (2, 13), (5, 3), (5, 10), (5, 11), (11, 6), (6, 1), (5, 12), (9, 4), (9, 7), (12, 9)]",5
Swedish,721,13,"[(10, 12), (10, 3), (4, 8), (4, 9), (13, 4), (5, 6), (4, 5), (10, 13), (13, 2), (11, 7), (10, 11), (11, 1)]",10
Swedish,722,5,"[(4, 3), (5, 1), (5, 2), (4, 5)]",4
Swedish,725,10,"[(2, 9), (3, 2), (1, 6), (4, 10), (1, 4), (3, 1), (1, 8), (1, 5), (5, 7)]",3
Swedish,726,20,"[(14, 5), (20, 10), (20, 1), (5, 20), (5, 7), (14, 18), (14, 3), (14, 15), (15, 12), (12, 9), (9, 17), (16, 19), (14, 16), (16, 13), (16, 11), (11, 4), (6, 8), (6, 2), (4, 6)]",14
Swedish,729,20,"[(3, 6), (8, 3), (15, 8), (8, 9), (9, 16), (7, 11), (1, 13), (7, 1), (16, 7), (7, 2), (15, 18), (12, 19), (18, 12), (10, 14), (10, 5), (10, 4), (12, 10), (10, 17), (17, 20)]",15
Swedish,732,19,"[(4, 3), (4, 6), (17, 9), (6, 17), (17, 19), (16, 8), (19, 16), (17, 12), (12, 10), (1, 15), (12, 1), (1, 13), (1, 5), (5, 11), (11, 14), (18, 7), (18, 2), (14, 18)]",4
Swedish,733,25,"[(5, 12), (5, 11), (5, 4), (4, 10), (10, 20), (20, 3), (20, 1), (18, 13), (18, 14), (1, 18), (18, 6), (7, 22), (6, 7), (15, 9), (5, 15), (8, 2), (8, 17), (15, 8), (25, 21), (8, 25), (25, 23), (23, 24), (19, 16), (24, 19)]",5
Swedish,735,17,"[(5, 15), (5, 13), (5, 9), (9, 10), (10, 12), (5, 14), (5, 17), (17, 2), (2, 8), (8, 1), (3, 4), (3, 16), (1, 3), (3, 6), (11, 7), (6, 11)]",5
Swedish,736,32,"[(23, 13), (1, 2), (13, 1), (9, 14), (23, 9), (23, 4), (23, 29), (6, 19), (29, 6), (6, 27), (16, 17), (23, 16), (16, 26), (16, 30), (16, 28), (28, 20), (20, 32), (3, 8), (20, 3), (22, 12), (3, 22), (20, 21), (21, 24), (24, 31), (15, 11), (20, 15), (15, 10), (15, 18), (18, 25), (25, 5), (5, 7)]",23
Swedish,741,22,"[(8, 13), (10, 17), (8, 10), (10, 16), (11, 22), (16, 11), (11, 5), (19, 6), (8, 19), (19, 1), (1, 4), (7, 9), (15, 7), (15, 2), (4, 15), (15, 21), (21, 3), (14, 18), (15, 14), (14, 12), (12, 20)]",8
Swedish,746,34,"[(22, 33), (33, 20), (10, 14), (20, 10), (10, 23), (22, 27), (13, 25), (22, 13), (13, 16), (30, 21), (16, 30), (29, 3), (18, 7), (30, 18), (18, 11), (18, 29), (30, 9), (31, 4), (31, 8), (9, 31), (22, 12), (17, 15), (12, 17), (17, 28), (28, 1), (26, 32), (22, 26), (34, 19), (26, 34), (26, 5), (24, 2), (24, 6), (5, 24)]",22
Swedish,747,9,"[(7, 9), (7, 5), (5, 8), (5, 3), (3, 2), (5, 6), (1, 4), (6, 1)]",7
Swedish,748,13,"[(12, 5), (1, 12), (2, 9), (2, 3), (1, 2), (1, 4), (4, 11), (11, 6), (8, 7), (6, 8), (11, 13), (13, 10)]",1
Swedish,751,21,"[(18, 1), (1, 17), (17, 20), (20, 3), (18, 16), (21, 12), (18, 21), (14, 7), (21, 14), (14, 9), (6, 2), (14, 6), (6, 13), (6, 10), (4, 5), (19, 4), (10, 19), (19, 8), (15, 11), (8, 15)]",18
Swedish,752,9,"[(8, 2), (8, 1), (8, 3), (3, 4), (5, 6), (5, 7), (4, 5), (5, 9)]",8
Swedish,753,14,"[(12, 11), (14, 10), (10, 9), (14, 13), (14, 6), (11, 14), (5, 1), (14, 5), (7, 4), (12, 7), (12, 2), (8, 3), (2, 8)]",12
Swedish,754,13,"[(5, 10), (5, 2), (4, 12), (4, 7), (5, 4), (4, 13), (13, 9), (3, 8), (4, 3), (3, 1), (1, 11), (11, 6)]",5
Swedish,755,13,"[(10, 8), (10, 4), (9, 5), (3, 11), (5, 3), (12, 1), (12, 2), (9, 12), (10, 9), (9, 7), (7, 13), (9, 6)]",10
Swedish,756,17,"[(8, 13), (8, 16), (3, 8), (3, 10), (10, 9), (17, 12), (17, 5), (17, 6), (6, 11), (9, 17), (17, 1), (15, 14), (4, 7), (2, 4), (15, 2), (1, 15)]",3
Swedish,757,11,"[(1, 2), (2, 10), (9, 8), (1, 9), (1, 6), (6, 4), (3, 7), (4, 3), (6, 11), (11, 5)]",1
Swedish,758,10,"[(6, 4), (7, 3), (6, 7), (7, 2), (2, 9), (6, 1), (1, 5), (5, 10), (10, 8)]",6
Swedish,761,10,"[(5, 1), (7, 2), (7, 4), (10, 7), (1, 10), (5, 3), (6, 9), (6, 8), (5, 6)]",5
Swedish,765,13,"[(3, 5), (3, 6), (3, 4), (2, 9), (2, 1), (11, 2), (4, 11), (11, 8), (8, 10), (7, 12), (7, 13), (10, 7)]",3
Swedish,769,5,"[(1, 2), (2, 3), (3, 5), (1, 4)]",1
Swedish,777,5,"[(3, 1), (3, 4), (5, 2), (4, 5)]",3
Swedish,779,14,"[(7, 8), (1, 4), (8, 1), (5, 14), (7, 5), (9, 3), (5, 9), (9, 12), (12, 10), (10, 11), (13, 6), (13, 2), (7, 13)]",7
Swedish,780,9,"[(2, 3), (3, 7), (7, 4), (4, 1), (1, 5), (1, 8), (8, 9), (2, 6)]",2
Swedish,781,22,"[(5, 20), (5, 15), (15, 11), (5, 14), (3, 4), (19, 6), (3, 19), (14, 3), (5, 8), (17, 21), (8, 17), (16, 7), (17, 16), (16, 1), (1, 22), (13, 9), (8, 13), (18, 12), (13, 18), (18, 2), (18, 10)]",5
Swedish,783,22,"[(15, 3), (15, 10), (12, 15), (7, 9), (12, 7), (12, 19), (19, 6), (6, 2), (14, 21), (2, 14), (14, 16), (16, 4), (11, 22), (14, 11), (11, 13), (13, 8), (13, 5), (5, 17), (17, 20), (18, 1), (20, 18)]",12
Swedish,789,12,"[(9, 4), (9, 7), (9, 10), (10, 5), (5, 12), (1, 6), (3, 1), (12, 3), (12, 2), (8, 11), (2, 8)]",9
Swedish,790,32,"[(8, 12), (12, 30), (30, 32), (12, 14), (14, 21), (4, 20), (4, 19), (21, 4), (4, 29), (16, 13), (29, 16), (4, 23), (8, 28), (2, 25), (25, 11), (11, 24), (8, 2), (2, 27), (22, 17), (22, 26), (27, 22), (22, 18), (3, 5), (3, 7), (18, 3), (15, 6), (3, 15), (15, 1), (1, 31), (9, 10), (31, 9)]",8
Swedish,796,31,"[(6, 28), (6, 23), (13, 6), (13, 7), (4, 11), (4, 30), (9, 17), (30, 9), (22, 4), (7, 22), (22, 8), (25, 15), (25, 1), (8, 25), (8, 16), (3, 21), (3, 26), (16, 3), (3, 20), (29, 2), (20, 29), (19, 5), (22, 19), (19, 31), (18, 12), (31, 18), (18, 10), (31, 14), (24, 27), (14, 24)]",13
Swedish,797,13,"[(6, 13), (13, 4), (4, 12), (13, 5), (5, 2), (7, 1), (2, 7), (3, 10), (3, 9), (6, 3), (6, 11), (6, 8)]",6
Swedish,799,14,"[(7, 11), (14, 13), (14, 6), (11, 14), (14, 5), (4, 3), (5, 4), (7, 12), (7, 9), (7, 8), (8, 2), (7, 1), (1, 10)]",7
Swedish,800,7,"[(5, 2), (2, 3), (5, 6), (5, 4), (4, 7), (7, 1)]",5
Swedish,803,12,"[(5, 11), (5, 8), (9, 5), (9, 6), (2, 12), (6, 2), (6, 7), (4, 3), (7, 4), (4, 1), (1, 10)]",9
Swedish,806,14,"[(10, 11), (7, 10), (9, 12), (9, 1), (7, 9), (3, 2), (2, 5), (3, 13), (13, 6), (9, 3), (4, 14), (14, 8), (3, 4)]",7
Swedish,807,19,"[(4, 13), (13, 17), (3, 5), (11, 3), (4, 11), (11, 9), (4, 1), (1, 19), (19, 8), (8, 14), (14, 7), (7, 12), (7, 18), (10, 16), (18, 10), (6, 15), (6, 2), (7, 6)]",4
Swedish,808,12,"[(4, 7), (4, 11), (3, 9), (11, 3), (3, 6), (6, 12), (12, 8), (8, 2), (12, 1), (5, 10), (1, 5)]",4
Swedish,809,13,"[(5, 8), (13, 7), (7, 3), (3, 9), (4, 10), (9, 4), (4, 6), (6, 1), (5, 13), (13, 2), (2, 12), (12, 11)]",5
Swedish,810,12,"[(7, 1), (12, 7), (7, 6), (6, 9), (12, 10), (10, 5), (2, 11), (5, 2), (5, 8), (4, 3), (8, 4)]",12
Swedish,811,21,"[(17, 14), (11, 17), (17, 10), (11, 6), (18, 20), (12, 18), (18, 7), (13, 15), (7, 13), (12, 4), (6, 12), (16, 5), (11, 16), (16, 2), (16, 9), (8, 3), (16, 8), (16, 19), (1, 21), (19, 1)]",11
Swedish,815,27,"[(19, 26), (19, 22), (22, 25), (25, 10), (25, 1), (1, 4), (4, 17), (25, 12), (12, 9), (9, 3), (3, 6), (6, 21), (21, 20), (6, 15), (18, 13), (15, 18), (16, 2), (16, 11), (18, 16), (19, 27), (27, 14), (14, 8), (8, 24), (7, 23), (7, 5), (24, 7)]",19
Swedish,820,19,"[(6, 14), (4, 1), (14, 4), (18, 12), (6, 18), (6, 10), (5, 3), (3, 2), (5, 13), (9, 5), (10, 9), (11, 19), (7, 8), (11, 7), (9, 11), (11, 15), (15, 17), (17, 16)]",6
Swedish,823,18,"[(14, 15), (3, 12), (3, 18), (15, 3), (3, 5), (4, 16), (4, 13), (5, 4), (14, 17), (14, 7), (7, 6), (14, 8), (14, 11), (10, 1), (2, 9), (1, 2), (11, 10)]",14
Swedish,824,14,"[(1, 3), (12, 1), (12, 13), (13, 14), (14, 11), (14, 7), (8, 5), (7, 8), (4, 10), (9, 4), (8, 9), (10, 6), (6, 2)]",12
Swedish,825,16,"[(11, 6), (7, 11), (11, 1), (4, 3), (4, 16), (4, 13), (1, 4), (4, 14), (14, 2), (2, 10), (12, 15), (10, 12), (12, 9), (9, 8), (8, 5)]",7
Swedish,827,5,"[(1, 4), (1, 2), (2, 3), (3, 5)]",1
Swedish,828,18,"[(9, 10), (13, 12), (10, 13), (13, 6), (13, 17), (9, 1), (1, 11), (15, 2), (11, 15), (11, 16), (16, 8), (15, 3), (3, 18), (18, 7), (5, 14), (7, 5), (5, 4)]",9
Swedish,830,13,"[(5, 9), (2, 3), (2, 11), (9, 2), (5, 8), (5, 4), (7, 12), (4, 7), (7, 1), (1, 10), (13, 6), (10, 13)]",5
Swedish,832,11,"[(10, 5), (1, 9), (1, 11), (6, 2), (11, 6), (10, 1), (1, 8), (8, 4), (4, 7), (7, 3)]",10
Swedish,834,22,"[(12, 9), (20, 10), (12, 20), (2, 7), (2, 1), (12, 2), (2, 6), (6, 11), (18, 3), (11, 18), (22, 17), (18, 22), (14, 16), (14, 21), (22, 14), (13, 15), (6, 13), (4, 19), (13, 4), (4, 5), (5, 8)]",12
Swedish,835,20,"[(4, 8), (8, 6), (4, 11), (4, 2), (4, 1), (1, 3), (4, 14), (14, 10), (10, 16), (19, 18), (14, 19), (19, 5), (12, 15), (5, 12), (17, 9), (20, 13), (19, 20), (20, 17), (17, 7)]",4
Swedish,836,29,"[(18, 23), (24, 7), (23, 24), (18, 2), (19, 6), (18, 19), (10, 16), (26, 12), (18, 10), (10, 26), (26, 13), (26, 15), (15, 21), (10, 20), (20, 3), (3, 14), (3, 25), (4, 28), (25, 4), (3, 17), (17, 1), (1, 5), (5, 11), (11, 22), (22, 8), (8, 27), (29, 9), (27, 29)]",18
Swedish,837,16,"[(4, 10), (4, 1), (3, 13), (1, 3), (3, 9), (6, 11), (9, 6), (6, 16), (16, 12), (6, 15), (5, 7), (15, 5), (5, 2), (2, 8), (8, 14)]",4
Swedish,839,14,"[(12, 14), (14, 7), (1, 8), (12, 1), (12, 9), (9, 13), (5, 4), (5, 10), (9, 5), (12, 2), (2, 6), (11, 3), (6, 11)]",12
Swedish,841,21,"[(7, 13), (13, 8), (8, 4), (4, 19), (19, 3), (15, 5), (3, 15), (15, 9), (9, 2), (7, 16), (7, 6), (10, 18), (10, 14), (6, 10), (7, 12), (12, 21), (21, 20), (20, 17), (17, 1), (1, 11)]",7
Swedish,842,20,"[(10, 17), (17, 18), (10, 3), (10, 8), (20, 15), (8, 20), (20, 13), (19, 4), (6, 19), (13, 6), (7, 12), (7, 5), (20, 7), (7, 9), (9, 14), (14, 11), (2, 1), (2, 16), (11, 2)]",10
Swedish,843,21,"[(20, 14), (17, 19), (14, 17), (10, 20), (10, 1), (10, 16), (16, 5), (5, 3), (3, 13), (3, 21), (21, 15), (15, 12), (6, 4), (4, 8), (8, 11), (16, 6), (6, 9), (9, 2), (2, 18), (18, 7)]",10
Swedish,846,23,"[(5, 4), (4, 21), (21, 14), (4, 13), (13, 1), (23, 8), (23, 16), (5, 23), (5, 7), (22, 6), (6, 19), (19, 18), (11, 15), (11, 20), (11, 3), (6, 11), (11, 12), (12, 9), (7, 22), (2, 17), (2, 10), (22, 2)]",5
Swedish,848,30,"[(12, 5), (21, 17), (5, 21), (21, 1), (27, 28), (27, 20), (27, 3), (1, 27), (12, 11), (12, 24), (24, 6), (13, 8), (6, 13), (14, 2), (14, 29), (12, 14), (14, 10), (7, 9), (22, 7), (16, 22), (15, 16), (14, 15), (16, 23), (4, 18), (23, 4), (4, 26), (30, 19), (26, 30), (26, 25)]",12
Swedish,851,7,"[(3, 1), (6, 3), (6, 7), (6, 4), (2, 5), (4, 2)]",6
Swedish,852,9,"[(4, 1), (4, 2), (4, 9), (9, 3), (8, 5), (8, 7), (8, 6), (3, 8)]",4
Swedish,854,11,"[(9, 1), (9, 7), (2, 9), (2, 3), (3, 5), (8, 4), (5, 8), (11, 10), (6, 11), (8, 6)]",2
Swedish,855,17,"[(3, 5), (5, 10), (4, 15), (4, 12), (3, 4), (4, 17), (17, 11), (16, 2), (4, 16), (16, 8), (6, 13), (9, 14), (8, 9), (9, 6), (6, 7), (6, 1)]",3
Swedish,862,25,"[(12, 25), (23, 2), (25, 23), (24, 8), (23, 24), (10, 5), (10, 11), (7, 20), (10, 7), (10, 15), (24, 10), (12, 19), (12, 21), (16, 13), (21, 16), (3, 14), (3, 17), (17, 22), (22, 6), (4, 1), (17, 4), (12, 3), (3, 9), (3, 18)]",12
Swedish,867,30,"[(16, 20), (16, 26), (12, 16), (12, 13), (13, 18), (23, 10), (9, 7), (7, 1), (23, 9), (18, 23), (23, 28), (28, 30), (11, 19), (30, 11), (11, 29), (4, 14), (29, 4), (5, 3), (8, 17), (12, 5), (5, 8), (5, 2), (27, 6), (24, 27), (2, 24), (24, 22), (22, 21), (25, 15), (21, 25)]",12
Swedish,868,18,"[(1, 18), (9, 4), (4, 1), (1, 13), (17, 14), (17, 11), (13, 17), (10, 6), (1, 10), (10, 16), (10, 7), (7, 8), (1, 12), (12, 2), (12, 3), (15, 5), (3, 15)]",9
Swedish,871,21,"[(5, 8), (8, 20), (8, 9), (9, 4), (4, 12), (12, 13), (13, 6), (6, 21), (16, 5), (5, 3), (19, 10), (19, 1), (3, 19), (19, 18), (15, 14), (18, 15), (16, 2), (7, 17), (7, 11), (16, 7)]",16
Swedish,872,9,"[(4, 3), (4, 1), (8, 4), (8, 6), (5, 2), (5, 9), (8, 5), (5, 7)]",8
Swedish,873,10,"[(5, 3), (2, 4), (5, 2), (2, 8), (8, 10), (1, 9), (10, 1), (5, 7), (7, 6)]",5
Swedish,877,16,"[(16, 8), (16, 5), (9, 16), (7, 10), (16, 7), (7, 14), (14, 12), (14, 11), (11, 1), (1, 2), (2, 15), (9, 4), (4, 13), (9, 6), (6, 3)]",9
Swedish,878,14,"[(9, 11), (11, 8), (6, 5), (6, 1), (1, 14), (9, 6), (6, 10), (10, 13), (13, 2), (12, 7), (2, 12), (4, 3), (12, 4)]",9
Swedish,880,9,"[(2, 4), (6, 9), (2, 6), (6, 8), (8, 3), (3, 1), (1, 7), (7, 5)]",2
Swedish,881,21,"[(10, 7), (13, 10), (20, 13), (4, 11), (13, 4), (14, 3), (16, 14), (2, 16), (4, 2), (5, 15), (5, 1), (20, 5), (17, 19), (5, 17), (6, 18), (6, 8), (17, 6), (21, 9), (21, 12), (6, 21)]",20
Swedish,888,21,"[(6, 4), (4, 21), (21, 7), (9, 10), (9, 5), (16, 9), (6, 16), (19, 11), (6, 19), (19, 14), (14, 13), (13, 12), (12, 8), (12, 18), (18, 2), (2, 3), (3, 20), (3, 15), (15, 17), (17, 1)]",6
Swedish,889,15,"[(8, 4), (8, 12), (12, 10), (5, 11), (10, 5), (5, 15), (8, 9), (1, 2), (9, 1), (13, 6), (13, 3), (1, 13), (13, 14), (14, 7)]",8
Swedish,891,17,"[(16, 3), (12, 13), (3, 12), (16, 6), (8, 4), (14, 11), (8, 14), (16, 8), (8, 1), (1, 10), (17, 9), (9, 2), (5, 15), (17, 5), (10, 17), (17, 7)]",16
Swedish,893,17,"[(3, 12), (9, 2), (7, 1), (9, 7), (3, 9), (9, 11), (11, 17), (3, 4), (15, 6), (15, 10), (4, 15), (16, 14), (15, 16), (16, 13), (13, 8), (8, 5)]",3
Swedish,895,9,"[(9, 1), (4, 5), (9, 4), (4, 3), (3, 8), (8, 7), (7, 2), (9, 6)]",9
Swedish,898,16,"[(12, 4), (6, 5), (6, 9), (12, 6), (12, 7), (8, 10), (7, 8), (16, 11), (12, 16), (16, 13), (2, 1), (16, 2), (16, 3), (14, 15), (3, 14)]",12
Swedish,899,8,"[(2, 7), (2, 1), (8, 5), (8, 3), (2, 8), (6, 4), (8, 6)]",2
Swedish,900,8,"[(2, 6), (5, 7), (5, 3), (5, 4), (5, 8), (2, 5), (2, 1)]",2
Swedish,903,15,"[(15, 7), (15, 11), (15, 6), (13, 12), (13, 9), (6, 13), (13, 5), (5, 3), (1, 10), (3, 1), (15, 8), (14, 2), (14, 4), (8, 14)]",15
Swedish,905,16,"[(16, 13), (1, 3), (13, 1), (1, 10), (5, 2), (16, 5), (5, 14), (14, 8), (8, 9), (7, 6), (7, 15), (7, 12), (9, 7), (4, 11), (16, 4)]",16
Swedish,906,20,"[(2, 11), (11, 4), (15, 8), (15, 9), (4, 15), (15, 17), (17, 13), (13, 3), (3, 10), (3, 5), (5, 14), (2, 7), (7, 18), (18, 1), (1, 12), (20, 6), (16, 19), (6, 16), (12, 20)]",2
Swedish,911,6,"[(3, 6), (3, 4), (1, 3), (1, 5), (5, 2)]",1
Swedish,912,4,"[(2, 3), (2, 4), (2, 1)]",2
Swedish,913,27,"[(27, 21), (9, 3), (21, 9), (27, 20), (27, 5), (26, 17), (27, 26), (26, 14), (14, 4), (4, 24), (22, 13), (27, 22), (22, 1), (22, 6), (23, 12), (6, 23), (7, 15), (15, 8), (8, 16), (16, 10), (7, 19), (7, 25), (22, 7), (18, 11), (7, 18), (18, 2)]",27
Swedish,918,18,"[(13, 1), (7, 12), (7, 9), (1, 7), (13, 16), (13, 3), (13, 15), (13, 17), (4, 18), (4, 2), (17, 4), (8, 5), (13, 8), (14, 6), (8, 14), (8, 11), (11, 10)]",13
Swedish,920,19,"[(1, 13), (9, 1), (1, 14), (9, 17), (9, 6), (6, 5), (12, 18), (12, 16), (5, 12), (9, 19), (11, 7), (11, 10), (19, 11), (4, 15), (2, 4), (11, 2), (2, 3), (3, 8)]",9
Swedish,924,16,"[(11, 4), (4, 8), (11, 9), (9, 5), (5, 1), (14, 6), (9, 14), (14, 16), (16, 2), (3, 13), (2, 3), (10, 7), (3, 10), (10, 15), (15, 12)]",11
Swedish,927,16,"[(6, 13), (3, 6), (11, 5), (11, 1), (3, 11), (11, 7), (14, 12), (7, 14), (8, 9), (8, 4), (15, 8), (14, 15), (2, 16), (15, 2), (2, 10)]",3
Swedish,929,17,"[(12, 14), (14, 1), (1, 17), (12, 3), (12, 15), (15, 10), (15, 8), (6, 2), (6, 11), (8, 6), (9, 7), (6, 9), (4, 13), (4, 5), (16, 4), (9, 16)]",12
Swedish,931,9,"[(8, 3), (3, 4), (4, 2), (9, 6), (9, 7), (9, 5), (8, 9), (8, 1)]",8
Swedish,934,13,"[(12, 13), (13, 5), (12, 2), (3, 7), (3, 8), (12, 3), (12, 10), (10, 1), (1, 11), (10, 4), (6, 9), (4, 6)]",12
Swedish,937,12,"[(10, 9), (12, 10), (12, 8), (8, 2), (2, 7), (7, 3), (1, 11), (3, 1), (1, 5), (6, 4), (5, 6)]",12
Swedish,938,22,"[(21, 2), (2, 20), (20, 7), (7, 12), (20, 14), (14, 16), (21, 6), (21, 5), (5, 8), (8, 1), (1, 18), (18, 19), (19, 3), (3, 4), (10, 22), (21, 10), (21, 17), (17, 11), (11, 15), (9, 13), (15, 9)]",21
Swedish,940,19,"[(16, 5), (5, 3), (1, 17), (5, 1), (13, 18), (13, 2), (1, 13), (13, 9), (9, 14), (8, 12), (14, 8), (10, 15), (13, 10), (11, 19), (11, 6), (16, 11), (7, 4), (16, 7)]",16
Swedish,941,15,"[(2, 6), (6, 1), (1, 9), (9, 7), (9, 4), (4, 12), (2, 10), (2, 15), (15, 14), (5, 8), (2, 5), (5, 3), (3, 11), (5, 13)]",2
Swedish,942,18,"[(1, 2), (15, 3), (2, 15), (1, 4), (1, 18), (18, 6), (6, 11), (11, 13), (13, 12), (12, 10), (5, 9), (13, 5), (5, 7), (7, 14), (14, 8), (16, 17), (8, 16)]",1
Swedish,943,26,"[(22, 13), (13, 16), (1, 6), (1, 9), (22, 1), (22, 11), (11, 3), (3, 24), (24, 26), (26, 5), (5, 21), (5, 25), (25, 2), (15, 10), (22, 15), (22, 19), (19, 20), (20, 23), (7, 18), (7, 12), (7, 17), (15, 7), (7, 4), (8, 14), (4, 8)]",22
Swedish,944,22,"[(6, 3), (3, 14), (6, 7), (22, 18), (22, 8), (7, 22), (6, 16), (16, 4), (6, 2), (2, 12), (12, 10), (11, 1), (10, 11), (15, 20), (11, 15), (15, 17), (17, 19), (19, 13), (13, 9), (21, 5), (9, 21)]",6
Swedish,945,16,"[(16, 7), (7, 11), (16, 14), (12, 9), (12, 8), (16, 12), (16, 3), (4, 1), (4, 13), (3, 4), (6, 5), (6, 2), (16, 6), (15, 10), (6, 15)]",16
Swedish,947,10,"[(9, 10), (9, 3), (3, 6), (6, 1), (1, 2), (2, 4), (9, 5), (5, 7), (7, 8)]",9
Swedish,949,23,"[(15, 22), (1, 15), (17, 11), (15, 17), (7, 4), (17, 7), (1, 10), (14, 8), (14, 21), (10, 14), (14, 16), (16, 13), (18, 2), (14, 18), (18, 3), (18, 5), (5, 12), (12, 19), (12, 9), (9, 6), (6, 20), (20, 23)]",1
Swedish,951,22,"[(11, 21), (11, 1), (11, 7), (11, 4), (12, 16), (11, 12), (9, 10), (12, 9), (12, 15), (20, 5), (15, 20), (20, 6), (6, 22), (22, 17), (17, 8), (3, 19), (3, 18), (22, 3), (3, 2), (2, 13), (13, 14)]",11
Swedish,952,19,"[(18, 9), (9, 1), (1, 19), (12, 11), (18, 12), (12, 15), (18, 8), (18, 10), (18, 13), (17, 4), (13, 17), (2, 16), (18, 2), (2, 5), (2, 3), (2, 6), (14, 7), (6, 14)]",18
Swedish,953,16,"[(8, 15), (15, 14), (14, 7), (8, 2), (8, 3), (3, 5), (16, 6), (5, 16), (8, 4), (4, 12), (12, 13), (13, 11), (11, 1), (11, 9), (9, 10)]",8
Swedish,954,17,"[(7, 16), (7, 1), (14, 7), (7, 9), (9, 2), (14, 13), (15, 5), (13, 15), (14, 3), (4, 10), (3, 4), (4, 12), (8, 6), (12, 8), (11, 17), (12, 11)]",14
Swedish,955,12,"[(1, 8), (12, 11), (12, 4), (1, 12), (1, 5), (7, 9), (7, 10), (7, 3), (5, 7), (2, 6), (7, 2)]",1
Swedish,956,21,"[(6, 10), (6, 2), (6, 4), (5, 15), (4, 5), (6, 18), (21, 6), (21, 9), (21, 11), (17, 7), (17, 20), (6, 17), (17, 12), (12, 13), (13, 19), (19, 3), (8, 16), (8, 14), (8, 1), (13, 8)]",21
Swedish,957,18,"[(9, 15), (15, 7), (4, 10), (9, 4), (9, 6), (17, 14), (6, 17), (9, 13), (13, 12), (12, 8), (1, 16), (1, 5), (8, 1), (1, 2), (11, 18), (11, 3), (2, 11)]",9
Swedish,958,18,"[(7, 9), (18, 7), (7, 12), (18, 10), (6, 2), (10, 6), (6, 17), (6, 5), (6, 3), (15, 4), (3, 15), (6, 14), (14, 1), (1, 11), (11, 16), (8, 13), (16, 8)]",18
Swedish,959,19,"[(14, 17), (14, 13), (3, 14), (14, 4), (4, 15), (15, 11), (3, 19), (19, 7), (7, 5), (5, 16), (10, 12), (10, 6), (19, 10), (10, 2), (2, 18), (18, 8), (10, 9), (9, 1)]",3
Swedish,960,19,"[(9, 11), (8, 10), (11, 8), (9, 7), (9, 19), (9, 18), (18, 13), (1, 2), (1, 15), (1, 12), (13, 1), (18, 6), (14, 16), (14, 4), (3, 14), (6, 3), (9, 5), (5, 17)]",9
Swedish,961,22,"[(19, 22), (20, 11), (20, 8), (22, 20), (20, 12), (12, 5), (21, 15), (21, 10), (19, 21), (21, 17), (17, 7), (7, 9), (9, 6), (19, 1), (19, 2), (2, 13), (13, 3), (13, 4), (14, 18), (14, 16), (13, 14)]",19
Swedish,962,27,"[(3, 9), (9, 22), (26, 20), (22, 26), (3, 6), (6, 24), (21, 15), (24, 21), (21, 25), (21, 17), (17, 13), (13, 16), (16, 11), (5, 12), (5, 2), (11, 5), (1, 7), (3, 1), (1, 4), (4, 27), (19, 18), (1, 19), (8, 23), (19, 8), (8, 10), (10, 14)]",3
Swedish,965,32,"[(18, 25), (18, 27), (27, 6), (18, 13), (22, 26), (11, 22), (22, 2), (21, 12), (2, 21), (13, 11), (11, 29), (29, 28), (31, 32), (11, 31), (15, 30), (5, 16), (30, 5), (31, 15), (15, 19), (3, 20), (18, 4), (4, 1), (3, 14), (1, 3), (17, 24), (17, 10), (17, 8), (8, 7), (3, 17), (17, 23), (23, 9)]",18
Swedish,966,14,"[(7, 10), (14, 7), (7, 3), (3, 4), (4, 8), (9, 14), (14, 6), (5, 2), (14, 5), (5, 12), (9, 13), (11, 1), (13, 11)]",9
Swedish,969,19,"[(6, 14), (6, 16), (6, 8), (8, 1), (8, 3), (3, 7), (7, 12), (18, 9), (3, 18), (18, 15), (10, 11), (15, 10), (2, 17), (10, 2), (2, 4), (2, 13), (19, 5), (13, 19)]",6
Swedish,971,15,"[(15, 4), (4, 1), (15, 5), (5, 2), (14, 9), (2, 14), (15, 12), (12, 11), (6, 7), (15, 6), (13, 3), (6, 13), (10, 8), (13, 10)]",15
Swedish,976,19,"[(6, 12), (6, 2), (2, 19), (19, 13), (9, 15), (13, 9), (10, 18), (2, 10), (10, 11), (17, 7), (17, 1), (11, 17), (6, 5), (6, 16), (8, 14), (16, 8), (8, 3), (8, 4)]",6
Swedish,977,24,"[(24, 15), (4, 5), (15, 4), (10, 13), (10, 9), (24, 10), (24, 6), (12, 14), (6, 12), (6, 19), (19, 17), (21, 2), (17, 21), (21, 7), (7, 8), (19, 20), (20, 22), (18, 1), (16, 3), (16, 23), (16, 11), (18, 16), (19, 18)]",24
